,id,SL,state,city,cases,death,st_date,end_date,location,lat,lon,week,year,maxt,mint,rain,soil,rh,mintl0,mintl1,mintl2,mintl3,mintl4,mintl5,mintl6,mintl7,mintl8,mintl9,rainl0,rainl1,rainl2,rainl3,rainl4,rainl5,rainl6,rainl7,rainl8,rainl9,maxtl0,maxtl1,maxtl2,maxtl3,maxtl4,maxtl5,maxtl6,maxtl7,maxtl8,maxtl9,soill0,soill1,soill2,soill3,soill4,soill5,soill6,soill7,soill8,soill9,rhl0,rhl1,rhl2,rhl3,rhl4,rhl5,rhl6,rhl7,rhl8,rhl9
11,495,495,Madhya Pradesh,Katni,9,0,19-09-2015 00:00,24-09-2015 00:00,"Murwari, PHC Dheemarkheda  CHC Umariapan",23.5123542,80.2717265,39,2015,33.29714312,21.35714258,0,59.01705265,61.15463475,21.35714258,24.83714294,24.43857138,15.14285742,15.91857134,24.49285671,23.76999964,21.51285689,14.11285727,22.11428533,0,0,0,0.6,0,11.01428571,0,0,0,19,33.29714312,37.23428508,36.52857154,31.39857129,31.57571438,32.79000037,39.96857125,40.1699998,28.2357145,27.47285734,59.01705265,51.40470982,59.31964416,38.14683469,36.93718529,89.05007477,7.419832548,13.62824981,20.06382688,90.90968323,61.15463475,59.20011302,52.12882124,58.53495843,52.85062082,81.20696041,32.60423388,26.0762419,58.16065107,86.74733189
12,535,535,Madhya Pradesh,Shivpuri,38,0,01-09-2015 00:00,,Shivpuri,25.4320478,77.6643815,39,2015,35.76142938,21.71142823,0,38.30715637,48.85980606,21.71142823,21.35714258,24.83714294,24.43857138,15.14285742,15.91857134,24.49285671,23.76999964,21.51285689,14.11285727,0,0,0,0,0.6,0,11.01428571,0,0,0,35.76142938,33.29714312,37.23428508,36.52857154,31.39857129,31.57571438,32.79000037,39.96857125,40.1699998,28.2357145,38.30715637,59.01705265,51.40470982,59.31964416,38.14683469,36.93718529,89.05007477,7.419832548,13.62824981,20.06382688,48.85980606,61.15463475,59.20011302,52.12882124,58.53495843,52.85062082,81.20696041,32.60423388,26.0762419,58.16065107
13,596,596,Madhya Pradesh,Khandwa,11,0,14-10-2015 00:00,16-10-2015 00:00, Khandwa,21.8314037,76.3497612,42,2015,36.56428637,21.18999972,0,43.34317906,42.48010199,21.18999972,21.71142823,21.35714258,24.83714294,24.43857138,15.14285742,15.91857134,24.49285671,23.76999964,21.51285689,0,0,0,0,0,0.6,0,11.01428571,0,0,36.56428637,35.76142938,33.29714312,37.23428508,36.52857154,31.39857129,31.57571438,32.79000037,39.96857125,40.1699998,43.34317906,38.30715637,59.01705265,51.40470982,59.31964416,38.14683469,36.93718529,89.05007477,7.419832548,13.62824981,42.48010199,48.85980606,61.15463475,59.20011302,52.12882124,58.53495843,52.85062082,81.20696041,32.60423388,26.0762419
14,756,756,Madhya Pradesh,Bhind,10,0,27-11-2015 00:00,05-12-2015 00:00,"Keeratpura,  SC Nonera",26.4264311,78.3059933,49,2015,28.22142819,10.54285717,0,49.64245701,63.07342965,10.54285717,21.18999972,21.71142823,21.35714258,24.83714294,24.43857138,15.14285742,15.91857134,24.49285671,23.76999964,0,0,0,0,0,0,0.6,0,11.01428571,0,28.22142819,36.56428637,35.76142938,33.29714312,37.23428508,36.52857154,31.39857129,31.57571438,32.79000037,39.96857125,49.64245701,43.34317906,38.30715637,59.01705265,51.40470982,59.31964416,38.14683469,36.93718529,89.05007477,7.419832548,63.07342965,42.48010199,48.85980606,61.15463475,59.20011302,52.12882124,58.53495843,52.85062082,81.20696041,32.60423388
15,62,62,Madhya Pradesh,Sehore,142,0,28-03-2016 00:00,29-03-2016 00:00," VillageSemri,Rehti",22.7442168,77.4432623,13,2016,37.82857186,19.09999984,0,3.343099038,27.74809565,19.09999984,10.54285717,21.18999972,21.71142823,21.35714258,24.83714294,24.43857138,15.14285742,15.91857134,24.49285671,0,0,0,0,0,0,0,0.6,0,11.01428571,37.82857186,28.22142819,36.56428637,35.76142938,33.29714312,37.23428508,36.52857154,31.39857129,31.57571438,32.79000037,3.343099038,49.64245701,43.34317906,38.30715637,59.01705265,51.40470982,59.31964416,38.14683469,36.93718529,89.05007477,27.74809565,63.07342965,42.48010199,48.85980606,61.15463475,59.20011302,52.12882124,58.53495843,52.85062082,81.20696041
16,987,987,Madhya Pradesh,Hoshangaba d,9,0,26-05-2016 00:00,,"  Kediahir,  SHC  Khoksar,  Block Dolariya",22.592446,77.6384862,24,2016,39.41714314,26.71285711,0,19.80078125,39.68360574,26.71285711,19.09999984,10.54285717,21.18999972,21.71142823,21.35714258,24.83714294,24.43857138,15.14285742,15.91857134,0,0,0,0,0,0,0,0,0.6,0,39.41714314,37.82857186,28.22142819,36.56428637,35.76142938,33.29714312,37.23428508,36.52857154,31.39857129,31.57571438,19.80078125,3.343099038,49.64245701,43.34317906,38.30715637,59.01705265,51.40470982,59.31964416,38.14683469,36.93718529,39.68360574,27.74809565,63.07342965,42.48010199,48.85980606,61.15463475,59.20011302,52.12882124,58.53495843,52.85062082
17,1199,1199,Madhya Pradesh,Nimach,10,0,09-04-2016 00:00,09-04-2016 00:00," Tumda, SC Ankli, PHC  Mahaghar,  Block  Manasa",24.4742694,75.1417395,35,2016,30.98000009,23.8228569,20.875,79.22414017,86.58646393,23.8228569,26.71285711,19.09999984,10.54285717,21.18999972,21.71142823,21.35714258,24.83714294,24.43857138,15.14285742,20.875,0,0,0,0,0,0,0,0,0.6,30.98000009,39.41714314,37.82857186,28.22142819,36.56428637,35.76142938,33.29714312,37.23428508,36.52857154,31.39857129,79.22414017,19.80078125,3.343099038,49.64245701,43.34317906,38.30715637,59.01705265,51.40470982,59.31964416,38.14683469,86.58646393,39.68360574,27.74809565,63.07342965,42.48010199,48.85980606,61.15463475,59.20011302,52.12882124,58.53495843
18,1233,1233,Madhya Pradesh,Morena,154,0,09-05-2016 00:00,09-07-2016 00:00,"  Noorpur, PHC  Sumabali, CHC  Joura",26.3740493,77.890311,36,2016,33.96285629,24.5257146,1.1,65.51001434,72.21669224,24.5257146,23.8228569,26.71285711,19.09999984,10.54285717,21.18999972,21.71142823,21.35714258,24.83714294,24.43857138,1.1,20.875,0,0,0,0,0,0,0,0,33.96285629,30.98000009,39.41714314,37.82857186,28.22142819,36.56428637,35.76142938,33.29714312,37.23428508,36.52857154,65.51001434,79.22414017,19.80078125,3.343099038,49.64245701,43.34317906,38.30715637,59.01705265,51.40470982,59.31964416,72.21669224,86.58646393,39.68360574,27.74809565,63.07342965,42.48010199,48.85980606,61.15463475,59.20011302,52.12882124
19,1285,1285,Madhya Pradesh,Morena,25,0,20-09-2016 00:00,20-09-2016 00:00,  Faddipura  SHC Dikhatpura    CHC    Noorabad,26.5715248,77.9881401,38,2016,35.71714292,25.16428566,5.8,55.53106384,70.30441175,25.16428566,24.5257146,23.8228569,26.71285711,19.09999984,10.54285717,21.18999972,21.71142823,21.35714258,24.83714294,5.8,1.1,20.875,0,0,0,0,0,0,0,35.71714292,33.96285629,30.98000009,39.41714314,37.82857186,28.22142819,36.56428637,35.76142938,33.29714312,37.23428508,55.53106384,65.51001434,79.22414017,19.80078125,3.343099038,49.64245701,43.34317906,38.30715637,59.01705265,51.40470982,70.30441175,72.21669224,86.58646393,39.68360574,27.74809565,63.07342965,42.48010199,48.85980606,61.15463475,59.20011302
20,1379,1379,Madhya Pradesh,Rajgarh,41,0,10-10-2016 00:00,10-12-2016 00:00," Moyi, SC Khanpura, PHC  Bhaisana,  CHC  Boda,  Block  Narsaingarh",23.6595052,76.8120095,41,2016,32.57428523,20.86428588,1.633333333,41.55524063,61.60046278,20.86428588,25.16428566,24.5257146,23.8228569,26.71285711,19.09999984,10.54285717,21.18999972,21.71142823,21.35714258,1.633333333,5.8,1.1,20.875,0,0,0,0,0,0,32.57428523,35.71714292,33.96285629,30.98000009,39.41714314,37.82857186,28.22142819,36.56428637,35.76142938,33.29714312,41.55524063,55.53106384,65.51001434,79.22414017,19.80078125,3.343099038,49.64245701,43.34317906,38.30715637,59.01705265,61.60046278,70.30441175,72.21669224,86.58646393,39.68360574,27.74809565,63.07342965,42.48010199,48.85980606,61.15463475
21,1480,1480,Madhya Pradesh,Nimach,11,0,10-01-2016 00:00,," Bhatkhedi, Block Manasa",24.4379011,75.2726975,45,2016,31.68142891,13.52000019,0,34.13593483,50.47475651,13.52000019,20.86428588,25.16428566,24.5257146,23.8228569,26.71285711,19.09999984,10.54285717,21.18999972,21.71142823,0,1.633333333,5.8,1.1,20.875,0,0,0,0,0,31.68142891,32.57428523,35.71714292,33.96285629,30.98000009,39.41714314,37.82857186,28.22142819,36.56428637,35.76142938,34.13593483,41.55524063,55.53106384,65.51001434,79.22414017,19.80078125,3.343099038,49.64245701,43.34317906,38.30715637,50.47475651,61.60046278,70.30441175,72.21669224,86.58646393,39.68360574,27.74809565,63.07342965,42.48010199,48.85980606
22,1053,1053,Madhya Pradesh,Sehore,49,0,07-12-2017 00:00,13-07-2017 00:00,"    Bazaargaon, SC  Silkheda/Ahmadpur,  Block  Shyampur",23.4149152,77.0818524,28,2017,30.48285702,23.45714297,22.4,68.98273373,78.37490627,23.45714297,13.52000019,20.86428588,25.16428566,24.5257146,23.8228569,26.71285711,19.09999984,10.54285717,21.18999972,22.4,0,1.633333333,5.8,1.1,20.875,0,0,0,0,30.48285702,31.68142891,32.57428523,35.71714292,33.96285629,30.98000009,39.41714314,37.82857186,28.22142819,36.56428637,68.98273373,34.13593483,41.55524063,55.53106384,65.51001434,79.22414017,19.80078125,3.343099038,49.64245701,43.34317906,78.37490627,50.47475651,61.60046278,70.30441175,72.21669224,86.58646393,39.68360574,27.74809565,63.07342965,42.48010199
23,1106,1106,Madhya Pradesh,Sehore,32,0,08-02-2017 00:00,08-02-2017 00:00," Amla Navabaad, Sc Kheri, PHC/ CHC Ichhawar",23.0326225,77.017871,31,2017,30.29571424,22.77857181,2.5,76.62823296,75.71919468,22.77857181,23.45714297,13.52000019,20.86428588,25.16428566,24.5257146,23.8228569,26.71285711,19.09999984,10.54285717,2.5,22.4,0,1.633333333,5.8,1.1,20.875,0,0,0,30.29571424,30.48285702,31.68142891,32.57428523,35.71714292,33.96285629,30.98000009,39.41714314,37.82857186,28.22142819,76.62823296,68.98273373,34.13593483,41.55524063,55.53106384,65.51001434,79.22414017,19.80078125,3.343099038,49.64245701,75.71919468,78.37490627,50.47475651,61.60046278,70.30441175,72.21669224,86.58646393,39.68360574,27.74809565,63.07342965
24,1151,1151,Madhya Pradesh,Morena,18,0,08-11-2017 00:00,16-08-2017 00:00," Gunapura, SC Brajgadi, CHC  Pahadgarh",26.4239562,77.590597,33,2017,35.34571402,25.47857121,0,46.03721619,74.13144902,25.47857121,22.77857181,23.45714297,13.52000019,20.86428588,25.16428566,24.5257146,23.8228569,26.71285711,19.09999984,0,2.5,22.4,0,1.633333333,5.8,1.1,20.875,0,0,35.34571402,30.29571424,30.48285702,31.68142891,32.57428523,35.71714292,33.96285629,30.98000009,39.41714314,37.82857186,46.03721619,76.62823296,68.98273373,34.13593483,41.55524063,55.53106384,65.51001434,79.22414017,19.80078125,3.343099038,74.13144902,75.71919468,78.37490627,50.47475651,61.60046278,70.30441175,72.21669224,86.58646393,39.68360574,27.74809565
25,1178,1178,Madhya Pradesh,Morena,17,0,20-08-2018 00:00,23-08-2018 00:00," Kishanpur, SHC   Jigani,   CHC   Noorabad",26.6714118,78.3715074,34,2018,33.02000019,25.75714302,12.2,90.03518067,87.31423187,25.75714302,25.47857121,22.77857181,23.45714297,13.52000019,20.86428588,25.16428566,24.5257146,23.8228569,26.71285711,12.2,0,2.5,22.4,0,1.633333333,5.8,1.1,20.875,0,33.02000019,35.34571402,30.29571424,30.48285702,31.68142891,32.57428523,35.71714292,33.96285629,30.98000009,39.41714314,90.03518067,46.03721619,76.62823296,68.98273373,34.13593483,41.55524063,55.53106384,65.51001434,79.22414017,19.80078125,87.31423187,74.13144902,75.71919468,78.37490627,50.47475651,61.60046278,70.30441175,72.21669224,86.58646393,39.68360574
26,1462,1462,Madhya Pradesh,Guna,10,1,25-10-2018 00:00,,  Guna  Urban,24.6439598,77.3089289,44,2018,32.50428499,16.4842859,0,42.10686207,47.27570289,16.4842859,25.75714302,25.47857121,22.77857181,23.45714297,13.52000019,20.86428588,25.16428566,24.5257146,23.8228569,0,12.2,0,2.5,22.4,0,1.633333333,5.8,1.1,20.875,32.50428499,33.02000019,35.34571402,30.29571424,30.48285702,31.68142891,32.57428523,35.71714292,33.96285629,30.98000009,42.10686207,90.03518067,46.03721619,76.62823296,68.98273373,34.13593483,41.55524063,55.53106384,65.51001434,79.22414017,47.27570289,87.31423187,74.13144902,75.71919468,78.37490627,50.47475651,61.60046278,70.30441175,72.21669224,86.58646393
27,1498,1498,Madhya Pradesh,Khargon,22,0,24-10-2020 00:00,,"Khargone,  Block  Kharode,  Kasrawad and Maheshwar",22.1250117,75.609402,45,2020,31.24142838,12.72285693,0,46.56798935,43.42278726,12.72285693,16.4842859,25.75714302,25.47857121,22.77857181,23.45714297,13.52000019,20.86428588,25.16428566,24.5257146,0,0,12.2,0,2.5,22.4,0,1.633333333,5.8,1.1,31.24142838,32.50428499,33.02000019,35.34571402,30.29571424,30.48285702,31.68142891,32.57428523,35.71714292,33.96285629,46.56798935,42.10686207,90.03518067,46.03721619,76.62823296,68.98273373,34.13593483,41.55524063,55.53106384,65.51001434,43.42278726,47.27570289,87.31423187,74.13144902,75.71919468,78.37490627,50.47475651,61.60046278,70.30441175,72.21669224
