,city,st_date,week,year,cases,lat,lon,maxt,mint,rain,soil,rh,mintl0,mintl1,mintl2,mintl3,mintl4,mintl5,mintl6,mintl7,mintl8,mintl9,rainl0,rainl1,rainl2,rainl3,rainl4,rainl5,rainl6,rainl7,rainl8,rainl9,maxtl0,maxtl1,maxtl2,maxtl3,maxtl4,maxtl5,maxtl6,maxtl7,maxtl8,maxtl9,soill0,soill1,soill2,soill3,soill4,soill5,soill6,soill7,soill8,soill9,rhl0,rhl1,rhl2,rhl3,rhl4,rhl5,rhl6,rhl7,rhl8,rhl9
31,Tamil Nadu,21-02-2012 00:00,8,2012,40,9.3639356,78.8394819,32.88442,23.01668,0,6.547006348,72.73313795,23.01668,17.01857076,23.01668,18.45714269,15.89714282,21.60714286,19.75857135,21.46857153,23.01668,21.60857173,0,0,0,0,0,0,3.875,1.25,11.5,21.025,32.88442,28.94142887,32.88442,28.60714286,27.00428554,28.91428566,26.31571443,29.97857148,32.88442,30.54857172,6.547006348,26.0928997,26.51457087,30.62932555,28.70064259,41.91821798,87.62578125,56.4601078,27.33907776,67.14644623,72.73313795,63.8275359,67.1108,71.4676045,65.62233407,66.69264603,90.50549752,69.29160581,67.1108,78.59415872
32,Tamil Nadu,20-02-2012 00:00,9,2012,10,9.2873964,79.2461014,32.88442,23.01668,0,28.93342,67.1108,23.01668,23.01668,17.01857076,23.01668,18.45714269,15.89714282,21.60714286,19.75857135,21.46857153,23.01668,0,0,0,0,0,0,0,3.875,1.25,11.5,32.88442,32.88442,28.94142887,32.88442,28.60714286,27.00428554,28.91428566,26.31571443,29.97857148,32.88442,28.93342,6.547006348,26.0928997,26.51457087,30.62932555,28.70064259,41.91821798,87.62578125,56.4601078,27.33907776,67.1108,72.73313795,63.8275359,67.1108,71.4676045,65.62233407,66.69264603,90.50549752,69.29160581,67.1108
33,Tamil Nadu,24-03-2012 00:00,12,2012,22,11.2329557,78.8650742,37.60285786,23.68857166,0.75,4.234964887,58.69352286,23.68857166,23.01668,23.01668,17.01857076,23.01668,18.45714269,15.89714282,21.60714286,19.75857135,21.46857153,0.75,0,0,0,0,0,0,0,3.875,1.25,37.60285786,32.88442,32.88442,28.94142887,32.88442,28.60714286,27.00428554,28.91428566,26.31571443,29.97857148,4.234964887,28.93342,6.547006348,26.0928997,26.51457087,30.62932555,28.70064259,41.91821798,87.62578125,56.4601078,58.69352286,67.1108,72.73313795,63.8275359,67.1108,71.4676045,65.62233407,66.69264603,90.50549752,69.29160581
34,Tamil Nadu,17-03-2012 00:00,12,2012,32,11.7866822,79.6566949,35.32857186,24.41142872,0,28.93342,73.92715236,24.41142872,23.68857166,23.01668,23.01668,17.01857076,23.01668,18.45714269,15.89714282,21.60714286,19.75857135,0,0.75,0,0,0,0,0,0,0,3.875,35.32857186,37.60285786,32.88442,32.88442,28.94142887,32.88442,28.60714286,27.00428554,28.91428566,26.31571443,28.93342,4.234964887,28.93342,6.547006348,26.0928997,26.51457087,30.62932555,28.70064259,41.91821798,87.62578125,73.92715236,58.69352286,67.1108,72.73313795,63.8275359,67.1108,71.4676045,65.62233407,66.69264603,90.50549752
35,Tamil Nadu,19-03-2012 00:00,12,2012,64,10.4054298,79.0828644,36.73142842,24.0414287,2.6,17.08159145,67.18868692,24.0414287,24.41142872,23.68857166,23.01668,23.01668,17.01857076,23.01668,18.45714269,15.89714282,21.60714286,2.6,0,0.75,0,0,0,0,0,0,0,36.73142842,35.32857186,37.60285786,32.88442,32.88442,28.94142887,32.88442,28.60714286,27.00428554,28.91428566,17.08159145,28.93342,4.234964887,28.93342,6.547006348,26.0928997,26.51457087,30.62932555,28.70064259,41.91821798,67.18868692,73.92715236,58.69352286,67.1108,72.73313795,63.8275359,67.1108,71.4676045,65.62233407,66.69264603
36,Tamil Nadu,30-03-2012 00:00,13,2012,38,10.8394441,79.0795833,36.61857115,24.22142901,9.05,13.69946041,63.51160049,24.22142901,24.0414287,24.41142872,23.68857166,23.01668,23.01668,17.01857076,23.01668,18.45714269,15.89714282,9.05,2.6,0,0.75,0,0,0,0,0,0,36.61857115,36.73142842,35.32857186,37.60285786,32.88442,32.88442,28.94142887,32.88442,28.60714286,27.00428554,13.69946041,17.08159145,28.93342,4.234964887,28.93342,6.547006348,26.0928997,26.51457087,30.62932555,28.70064259,63.51160049,67.18868692,73.92715236,58.69352286,67.1108,72.73313795,63.8275359,67.1108,71.4676045,65.62233407
37,Tamil Nadu,30-03-2012 00:00,13,2012,40,11.0177831,78.6355776,36.61857115,24.22142901,4.2,4.611802116,56.34921319,24.22142901,24.22142901,24.0414287,24.41142872,23.68857166,23.01668,23.01668,17.01857076,23.01668,18.45714269,4.2,9.05,2.6,0,0.75,0,0,0,0,0,36.61857115,36.61857115,36.73142842,35.32857186,37.60285786,32.88442,32.88442,28.94142887,32.88442,28.60714286,4.611802116,13.69946041,17.08159145,28.93342,4.234964887,28.93342,6.547006348,26.0928997,26.51457087,30.62932555,56.34921319,63.51160049,67.18868692,73.92715236,58.69352286,67.1108,72.73313795,63.8275359,67.1108,71.4676045
38,Tamil Nadu,04-04-2012 00:00,14,2012,37,11.9305796,77.8553421,34.42999976,20.82857159,0,14.18749504,45.91780799,20.82857159,24.22142901,24.22142901,24.0414287,24.41142872,23.68857166,23.01668,23.01668,17.01857076,23.01668,0,4.2,9.05,2.6,0,0.75,0,0,0,0,34.42999976,36.61857115,36.61857115,36.73142842,35.32857186,37.60285786,32.88442,32.88442,28.94142887,32.88442,14.18749504,4.611802116,13.69946041,17.08159145,28.93342,4.234964887,28.93342,6.547006348,26.0928997,26.51457087,45.91780799,56.34921319,63.51160049,67.18868692,73.92715236,58.69352286,67.1108,72.73313795,63.8275359,67.1108
39,Tamil Nadu,16-04-2012 00:00,16,2012,12,10.2705311,78.0591508,34.07714244,23.53571456,5.333333333,9.036878714,61.62875966,23.53571456,20.82857159,24.22142901,24.22142901,24.0414287,24.41142872,23.68857166,23.01668,23.01668,17.01857076,5.333333333,0,4.2,9.05,2.6,0,0.75,0,0,0,34.07714244,34.42999976,36.61857115,36.61857115,36.73142842,35.32857186,37.60285786,32.88442,32.88442,28.94142887,9.036878714,14.18749504,4.611802116,13.69946041,17.08159145,28.93342,4.234964887,28.93342,6.547006348,26.0928997,61.62875966,45.91780799,56.34921319,63.51160049,67.18868692,73.92715236,58.69352286,67.1108,72.73313795,63.8275359
40,Tamil Nadu,18-04-2012 00:00,18,2012,188,8.7139126,77.7566523,35.725714,25.43999972,5.06,32.59113439,64.40376009,25.43999972,23.53571456,20.82857159,24.22142901,24.22142901,24.0414287,24.41142872,23.68857166,23.01668,23.01668,5.06,5.333333333,0,4.2,9.05,2.6,0,0.75,0,0,35.725714,34.07714244,34.42999976,36.61857115,36.61857115,36.73142842,35.32857186,37.60285786,32.88442,32.88442,32.59113439,9.036878714,14.18749504,4.611802116,13.69946041,17.08159145,28.93342,4.234964887,28.93342,6.547006348,64.40376009,61.62875966,45.91780799,56.34921319,63.51160049,67.18868692,73.92715236,58.69352286,67.1108,72.73313795
41,Tamil Nadu,07-05-2012 00:00,19,2012,11,11.6075717,78.4686931,38.12571444,26.24714306,15.4,33.43756218,61.25132207,26.24714306,25.43999972,23.53571456,20.82857159,24.22142901,24.22142901,24.0414287,24.41142872,23.68857166,23.01668,15.4,5.06,5.333333333,0,4.2,9.05,2.6,0,0.75,0,38.12571444,35.725714,34.07714244,34.42999976,36.61857115,36.61857115,36.73142842,35.32857186,37.60285786,32.88442,33.43756218,32.59113439,9.036878714,14.18749504,4.611802116,13.69946041,17.08159145,28.93342,4.234964887,28.93342,61.25132207,64.40376009,61.62875966,45.91780799,56.34921319,63.51160049,67.18868692,73.92715236,58.69352286,67.1108
42,Tamil Nadu,07-05-2012 00:00,19,2012,20,10.4902971,79.0955723,37.39571381,26.59142848,8.85,27.42452202,66.79782595,26.59142848,26.24714306,25.43999972,23.53571456,20.82857159,24.22142901,24.22142901,24.0414287,24.41142872,23.68857166,8.85,15.4,5.06,5.333333333,0,4.2,9.05,2.6,0,0.75,37.39571381,38.12571444,35.725714,34.07714244,34.42999976,36.61857115,36.61857115,36.73142842,35.32857186,37.60285786,27.42452202,33.43756218,32.59113439,9.036878714,14.18749504,4.611802116,13.69946041,17.08159145,28.93342,4.234964887,66.79782595,61.25132207,64.40376009,61.62875966,45.91780799,56.34921319,63.51160049,67.18868692,73.92715236,58.69352286
43,Tamil Nadu,18-04-2012 00:00,19,2012,393,8.7139126,77.7566523,34.14857156,25.1542857,12.9,27.13758119,65.12911333,25.1542857,26.59142848,26.24714306,25.43999972,23.53571456,20.82857159,24.22142901,24.22142901,24.0414287,24.41142872,12.9,8.85,15.4,5.06,5.333333333,0,4.2,9.05,2.6,0,34.14857156,37.39571381,38.12571444,35.725714,34.07714244,34.42999976,36.61857115,36.61857115,36.73142842,35.32857186,27.13758119,27.42452202,33.43756218,32.59113439,9.036878714,14.18749504,4.611802116,13.69946041,17.08159145,28.93342,65.12911333,66.79782595,61.25132207,64.40376009,61.62875966,45.91780799,56.34921319,63.51160049,67.18868692,73.92715236
44,Tamil Nadu,13-05-2012 00:00,20,2012,27,10.4201856,79.0851065,37.67428589,26.15571404,12.05,33.33719126,65.35684749,26.15571404,25.1542857,26.59142848,26.24714306,25.43999972,23.53571456,20.82857159,24.22142901,24.22142901,24.0414287,12.05,12.9,8.85,15.4,5.06,5.333333333,0,4.2,9.05,2.6,37.67428589,34.14857156,37.39571381,38.12571444,35.725714,34.07714244,34.42999976,36.61857115,36.61857115,36.73142842,33.33719126,27.13758119,27.42452202,33.43756218,32.59113439,9.036878714,14.18749504,4.611802116,13.69946041,17.08159145,65.35684749,65.12911333,66.79782595,61.25132207,64.40376009,61.62875966,45.91780799,56.34921319,63.51160049,67.18868692
45,Tamil Nadu,18-04-2012 00:00,20,2012,343,8.7139126,77.7566523,34.59142848,24.95714269,6.9,27.23864975,58.56815665,24.95714269,26.15571404,25.1542857,26.59142848,26.24714306,25.43999972,23.53571456,20.82857159,24.22142901,24.22142901,6.9,12.05,12.9,8.85,15.4,5.06,5.333333333,0,4.2,9.05,34.59142848,37.67428589,34.14857156,37.39571381,38.12571444,35.725714,34.07714244,34.42999976,36.61857115,36.61857115,27.23864975,33.33719126,27.13758119,27.42452202,33.43756218,32.59113439,9.036878714,14.18749504,4.611802116,13.69946041,58.56815665,65.35684749,65.12911333,66.79782595,61.25132207,64.40376009,61.62875966,45.91780799,56.34921319,63.51160049
46,Tamil Nadu,18-05-2012 00:00,20,2012,21,8.6754451,77.8610254,34.59142848,24.95714269,6.9,27.23864975,60.6580004,24.95714269,24.95714269,26.15571404,25.1542857,26.59142848,26.24714306,25.43999972,23.53571456,20.82857159,24.22142901,6.9,6.9,12.05,12.9,8.85,15.4,5.06,5.333333333,0,4.2,34.59142848,34.59142848,37.67428589,34.14857156,37.39571381,38.12571444,35.725714,34.07714244,34.42999976,36.61857115,27.23864975,27.23864975,33.33719126,27.13758119,27.42452202,33.43756218,32.59113439,9.036878714,14.18749504,4.611802116,60.6580004,58.56815665,65.35684749,65.12911333,66.79782595,61.25132207,64.40376009,61.62875966,45.91780799,56.34921319
47,Tamil Nadu,25-05-2012 00:00,21,2012,18,10.2812022,79.1294516,32.88442,23.01668,1.1,11.89097433,67.01145826,23.01668,24.95714269,24.95714269,26.15571404,25.1542857,26.59142848,26.24714306,25.43999972,23.53571456,20.82857159,1.1,6.9,6.9,12.05,12.9,8.85,15.4,5.06,5.333333333,0,32.88442,34.59142848,34.59142848,37.67428589,34.14857156,37.39571381,38.12571444,35.725714,34.07714244,34.42999976,11.89097433,27.23864975,27.23864975,33.33719126,27.13758119,27.42452202,33.43756218,32.59113439,9.036878714,14.18749504,67.01145826,60.6580004,58.56815665,65.35684749,65.12911333,66.79782595,61.25132207,64.40376009,61.62875966,45.91780799
48,Tamil Nadu,18-04-2012 00:00,21,2012,303,8.7139126,77.7566523,35.19142805,25.82857159,5,24.06208343,58.81763404,25.82857159,23.01668,24.95714269,24.95714269,26.15571404,25.1542857,26.59142848,26.24714306,25.43999972,23.53571456,5,1.1,6.9,6.9,12.05,12.9,8.85,15.4,5.06,5.333333333,35.19142805,32.88442,34.59142848,34.59142848,37.67428589,34.14857156,37.39571381,38.12571444,35.725714,34.07714244,24.06208343,11.89097433,27.23864975,27.23864975,33.33719126,27.13758119,27.42452202,33.43756218,32.59113439,9.036878714,58.81763404,67.01145826,60.6580004,58.56815665,65.35684749,65.12911333,66.79782595,61.25132207,64.40376009,61.62875966
49,Tamil Nadu,25-05-2012 00:00,22,2012,9,10.0079322,77.4735441,34.04285649,24.70714297,5.3,36.89774164,55.34609767,24.70714297,25.82857159,23.01668,24.95714269,24.95714269,26.15571404,25.1542857,26.59142848,26.24714306,25.43999972,5.3,5,1.1,6.9,6.9,12.05,12.9,8.85,15.4,5.06,34.04285649,35.19142805,32.88442,34.59142848,34.59142848,37.67428589,34.14857156,37.39571381,38.12571444,35.725714,36.89774164,24.06208343,11.89097433,27.23864975,27.23864975,33.33719126,27.13758119,27.42452202,33.43756218,32.59113439,55.34609767,58.81763404,67.01145826,60.6580004,58.56815665,65.35684749,65.12911333,66.79782595,61.25132207,64.40376009
50,Tamil Nadu,18-04-2012 00:00,22,2012,326,8.7139126,77.7566523,35.12285669,25.94714274,0.65,20.5532066,56.00532368,25.94714274,24.70714297,25.82857159,23.01668,24.95714269,24.95714269,26.15571404,25.1542857,26.59142848,26.24714306,0.65,5.3,5,1.1,6.9,6.9,12.05,12.9,8.85,15.4,35.12285669,34.04285649,35.19142805,32.88442,34.59142848,34.59142848,37.67428589,34.14857156,37.39571381,38.12571444,20.5532066,36.89774164,24.06208343,11.89097433,27.23864975,27.23864975,33.33719126,27.13758119,27.42452202,33.43756218,56.00532368,55.34609767,58.81763404,67.01145826,60.6580004,58.56815665,65.35684749,65.12911333,66.79782595,61.25132207
51,Tamil Nadu,29-05-2012 00:00,23,2012,11,11.5854196,78.075822,33.51285716,22.95000049,0,21.47582467,59.49496678,22.95000049,25.94714274,24.70714297,25.82857159,23.01668,24.95714269,24.95714269,26.15571404,25.1542857,26.59142848,0,0.65,5.3,5,1.1,6.9,6.9,12.05,12.9,8.85,33.51285716,35.12285669,34.04285649,35.19142805,32.88442,34.59142848,34.59142848,37.67428589,34.14857156,37.39571381,21.47582467,20.5532066,36.89774164,24.06208343,11.89097433,27.23864975,27.23864975,33.33719126,27.13758119,27.42452202,59.49496678,56.00532368,55.34609767,58.81763404,67.01145826,60.6580004,58.56815665,65.35684749,65.12911333,66.79782595
52,Tamil Nadu,29-05-2012 00:00,23,2012,14,11.5867369,78.7582748,39.34857178,27.36714309,0,12.30366929,51.59243774,27.36714309,22.95000049,25.94714274,24.70714297,25.82857159,23.01668,24.95714269,24.95714269,26.15571404,25.1542857,0,0,0.65,5.3,5,1.1,6.9,6.9,12.05,12.9,39.34857178,33.51285716,35.12285669,34.04285649,35.19142805,32.88442,34.59142848,34.59142848,37.67428589,34.14857156,12.30366929,21.47582467,20.5532066,36.89774164,24.06208343,11.89097433,27.23864975,27.23864975,33.33719126,27.13758119,51.59243774,59.49496678,56.00532368,55.34609767,58.81763404,67.01145826,60.6580004,58.56815665,65.35684749,65.12911333
53,Tamil Nadu,09-06-2012 00:00,24,2012,15,10.6045307,78.4169625,38.25857162,26.85857092,5.528571429,13.37350321,49.34763772,26.85857092,27.36714309,22.95000049,25.94714274,24.70714297,25.82857159,23.01668,24.95714269,24.95714269,26.15571404,5.528571429,0,0,0.65,5.3,5,1.1,6.9,6.9,12.05,38.25857162,39.34857178,33.51285716,35.12285669,34.04285649,35.19142805,32.88442,34.59142848,34.59142848,37.67428589,13.37350321,12.30366929,21.47582467,20.5532066,36.89774164,24.06208343,11.89097433,27.23864975,27.23864975,33.33719126,49.34763772,51.59243774,59.49496678,56.00532368,55.34609767,58.81763404,67.01145826,60.6580004,58.56815665,65.35684749
54,Tamil Nadu,14-06-2012 00:00,24,2012,12,11.1271225,78.6568942,38.43142864,26.59142876,3.283333333,7.044993877,52.96519743,26.59142876,26.85857092,27.36714309,22.95000049,25.94714274,24.70714297,25.82857159,23.01668,24.95714269,24.95714269,3.283333333,5.528571429,0,0,0.65,5.3,5,1.1,6.9,6.9,38.43142864,38.25857162,39.34857178,33.51285716,35.12285669,34.04285649,35.19142805,32.88442,34.59142848,34.59142848,7.044993877,13.37350321,12.30366929,21.47582467,20.5532066,36.89774164,24.06208343,11.89097433,27.23864975,27.23864975,52.96519743,49.34763772,51.59243774,59.49496678,56.00532368,55.34609767,58.81763404,67.01145826,60.6580004,58.56815665
55,Tamil Nadu,20-06-2012 00:00,26,2012,15,10.2565565,78.8863541,35.32714244,25.024286,8.533333333,8.303737004,54.27326965,25.024286,26.59142876,26.85857092,27.36714309,22.95000049,25.94714274,24.70714297,25.82857159,23.01668,24.95714269,8.533333333,3.283333333,5.528571429,0,0,0.65,5.3,5,1.1,6.9,35.32714244,38.43142864,38.25857162,39.34857178,33.51285716,35.12285669,34.04285649,35.19142805,32.88442,34.59142848,8.303737004,7.044993877,13.37350321,12.30366929,21.47582467,20.5532066,36.89774164,24.06208343,11.89097433,27.23864975,54.27326965,52.96519743,49.34763772,51.59243774,59.49496678,56.00532368,55.34609767,58.81763404,67.01145826,60.6580004
56,Tamil Nadu,15-06-2012 00:00,26,2012,16,11.3991086,78.7873337,37.45999963,25.90714264,6.8,16.48628349,51.40887179,25.90714264,25.024286,26.59142876,26.85857092,27.36714309,22.95000049,25.94714274,24.70714297,25.82857159,23.01668,6.8,8.533333333,3.283333333,5.528571429,0,0,0.65,5.3,5,1.1,37.45999963,35.32714244,38.43142864,38.25857162,39.34857178,33.51285716,35.12285669,34.04285649,35.19142805,32.88442,16.48628349,8.303737004,7.044993877,13.37350321,12.30366929,21.47582467,20.5532066,36.89774164,24.06208343,11.89097433,51.40887179,54.27326965,52.96519743,49.34763772,51.59243774,59.49496678,56.00532368,55.34609767,58.81763404,67.01145826
57,Tamil Nadu,18-07-2012 00:00,29,2012,22,9.2110489,78.7144187,32.88442,23.01668,0,1.342707157,78.50556728,23.01668,25.90714264,25.024286,26.59142876,26.85857092,27.36714309,22.95000049,25.94714274,24.70714297,25.82857159,0,6.8,8.533333333,3.283333333,5.528571429,0,0,0.65,5.3,5,32.88442,37.45999963,35.32714244,38.43142864,38.25857162,39.34857178,33.51285716,35.12285669,34.04285649,35.19142805,1.342707157,16.48628349,8.303737004,7.044993877,13.37350321,12.30366929,21.47582467,20.5532066,36.89774164,24.06208343,78.50556728,51.40887179,54.27326965,52.96519743,49.34763772,51.59243774,59.49496678,56.00532368,55.34609767,58.81763404
58,Tamil Nadu,20-07-2012 00:00,30,2012,17,8.7641661,78.1348361,32.88442,23.01668,5.58,28.93342,64.03551102,23.01668,23.01668,25.90714264,25.024286,26.59142876,26.85857092,27.36714309,22.95000049,25.94714274,24.70714297,5.58,0,6.8,8.533333333,3.283333333,5.528571429,0,0,0.65,5.3,32.88442,32.88442,37.45999963,35.32714244,38.43142864,38.25857162,39.34857178,33.51285716,35.12285669,34.04285649,28.93342,1.342707157,16.48628349,8.303737004,7.044993877,13.37350321,12.30366929,21.47582467,20.5532066,36.89774164,64.03551102,78.50556728,51.40887179,54.27326965,52.96519743,49.34763772,51.59243774,59.49496678,56.00532368,55.34609767
59,Tamil Nadu,04-08-2012 00:00,31,2012,15,11.3141542,79.5104577,37.08428628,26.29571424,2.857142857,5.911861772,49.87392371,26.29571424,23.01668,23.01668,25.90714264,25.024286,26.59142876,26.85857092,27.36714309,22.95000049,25.94714274,2.857142857,5.58,0,6.8,8.533333333,3.283333333,5.528571429,0,0,0.65,37.08428628,32.88442,32.88442,37.45999963,35.32714244,38.43142864,38.25857162,39.34857178,33.51285716,35.12285669,5.911861772,28.93342,1.342707157,16.48628349,8.303737004,7.044993877,13.37350321,12.30366929,21.47582467,20.5532066,49.87392371,64.03551102,78.50556728,51.40887179,54.27326965,52.96519743,49.34763772,51.59243774,59.49496678,56.00532368
60,Tamil Nadu,12-08-2012 00:00,33,2012,30,11.2656914,76.9167906,27.36571448,19.70571409,2.533333333,21.94749562,65.69010653,19.70571409,26.29571424,23.01668,23.01668,25.90714264,25.024286,26.59142876,26.85857092,27.36714309,22.95000049,2.533333333,2.857142857,5.58,0,6.8,8.533333333,3.283333333,5.528571429,0,0,27.36571448,37.08428628,32.88442,32.88442,37.45999963,35.32714244,38.43142864,38.25857162,39.34857178,33.51285716,21.94749562,5.911861772,28.93342,1.342707157,16.48628349,8.303737004,7.044993877,13.37350321,12.30366929,21.47582467,65.69010653,49.87392371,64.03551102,78.50556728,51.40887179,54.27326965,52.96519743,49.34763772,51.59243774,59.49496678
61,Tamil Nadu,22-08-2012 00:00,34,2012,31,9.342531,78.75258,32.88442,23.01668,4.8,21.16504259,63.54068593,23.01668,19.70571409,26.29571424,23.01668,23.01668,25.90714264,25.024286,26.59142876,26.85857092,27.36714309,4.8,2.533333333,2.857142857,5.58,0,6.8,8.533333333,3.283333333,5.528571429,0,32.88442,27.36571448,37.08428628,32.88442,32.88442,37.45999963,35.32714244,38.43142864,38.25857162,39.34857178,21.16504259,21.94749562,5.911861772,28.93342,1.342707157,16.48628349,8.303737004,7.044993877,13.37350321,12.30366929,63.54068593,65.69010653,49.87392371,64.03551102,78.50556728,51.40887179,54.27326965,52.96519743,49.34763772,51.59243774
62,Tamil Nadu,19-08-2012 00:00,34,2012,30,11.3247048,77.8765349,30.87000029,20.6828567,7.8,27.73314457,62.85021046,20.6828567,23.01668,19.70571409,26.29571424,23.01668,23.01668,25.90714264,25.024286,26.59142876,26.85857092,7.8,4.8,2.533333333,2.857142857,5.58,0,6.8,8.533333333,3.283333333,5.528571429,30.87000029,32.88442,27.36571448,37.08428628,32.88442,32.88442,37.45999963,35.32714244,38.43142864,38.25857162,27.73314457,21.16504259,21.94749562,5.911861772,28.93342,1.342707157,16.48628349,8.303737004,7.044993877,13.37350321,62.85021046,63.54068593,65.69010653,49.87392371,64.03551102,78.50556728,51.40887179,54.27326965,52.96519743,49.34763772
63,Tamil Nadu,22-08-2012 00:00,34,2012,26,11.413049,77.5134807,30.87000029,20.6828567,7.733333333,16.83882718,63.87439237,20.6828567,20.6828567,23.01668,19.70571409,26.29571424,23.01668,23.01668,25.90714264,25.024286,26.59142876,7.733333333,7.8,4.8,2.533333333,2.857142857,5.58,0,6.8,8.533333333,3.283333333,30.87000029,30.87000029,32.88442,27.36571448,37.08428628,32.88442,32.88442,37.45999963,35.32714244,38.43142864,16.83882718,27.73314457,21.16504259,21.94749562,5.911861772,28.93342,1.342707157,16.48628349,8.303737004,7.044993877,63.87439237,62.85021046,63.54068593,65.69010653,49.87392371,64.03551102,78.50556728,51.40887179,54.27326965,52.96519743
64,Tamil Nadu,13-09-2012 00:00,37,2012,48,10.3176008,79.2324201,32.88442,23.01668,5.371428571,16.81889915,65.7541384,23.01668,20.6828567,20.6828567,23.01668,19.70571409,26.29571424,23.01668,23.01668,25.90714264,25.024286,5.371428571,7.733333333,7.8,4.8,2.533333333,2.857142857,5.58,0,6.8,8.533333333,32.88442,30.87000029,30.87000029,32.88442,27.36571448,37.08428628,32.88442,32.88442,37.45999963,35.32714244,16.81889915,16.83882718,27.73314457,21.16504259,21.94749562,5.911861772,28.93342,1.342707157,16.48628349,8.303737004,65.7541384,63.87439237,62.85021046,63.54068593,65.69010653,49.87392371,64.03551102,78.50556728,51.40887179,54.27326965
65,Tamil Nadu,13-09-2012 00:00,38,2012,17,10.9498281,78.2582935,32.19571413,21.47857121,1.2,24.28440094,53.00813511,21.47857121,23.01668,20.6828567,20.6828567,23.01668,19.70571409,26.29571424,23.01668,23.01668,25.90714264,1.2,5.371428571,7.733333333,7.8,4.8,2.533333333,2.857142857,5.58,0,6.8,32.19571413,32.88442,30.87000029,30.87000029,32.88442,27.36571448,37.08428628,32.88442,32.88442,37.45999963,24.28440094,16.81889915,16.83882718,27.73314457,21.16504259,21.94749562,5.911861772,28.93342,1.342707157,16.48628349,53.00813511,65.7541384,63.87439237,62.85021046,63.54068593,65.69010653,49.87392371,64.03551102,78.50556728,51.40887179
66,Tamil Nadu,18-09-2012 00:00,38,2012,16,10.6112076,78.4194724,35.84142848,25.31714303,1.966666667,18.17488098,56.40545654,25.31714303,21.47857121,23.01668,20.6828567,20.6828567,23.01668,19.70571409,26.29571424,23.01668,23.01668,1.966666667,1.2,5.371428571,7.733333333,7.8,4.8,2.533333333,2.857142857,5.58,0,35.84142848,32.19571413,32.88442,30.87000029,30.87000029,32.88442,27.36571448,37.08428628,32.88442,32.88442,18.17488098,24.28440094,16.81889915,16.83882718,27.73314457,21.16504259,21.94749562,5.911861772,28.93342,1.342707157,56.40545654,53.00813511,65.7541384,63.87439237,62.85021046,63.54068593,65.69010653,49.87392371,64.03551102,78.50556728
67,Tamil Nadu,08-09-2012 00:00,38,2012,79,9.6750074,77.8098745,32.74857167,23.36428561,4.733333333,25.16372032,56.51706259,23.36428561,25.31714303,21.47857121,23.01668,20.6828567,20.6828567,23.01668,19.70571409,26.29571424,23.01668,4.733333333,1.966666667,1.2,5.371428571,7.733333333,7.8,4.8,2.533333333,2.857142857,5.58,32.74857167,35.84142848,32.19571413,32.88442,30.87000029,30.87000029,32.88442,27.36571448,37.08428628,32.88442,25.16372032,18.17488098,24.28440094,16.81889915,16.83882718,27.73314457,21.16504259,21.94749562,5.911861772,28.93342,56.51706259,56.40545654,53.00813511,65.7541384,63.87439237,62.85021046,63.54068593,65.69010653,49.87392371,64.03551102
68,Tamil Nadu,15-09-2012 00:00,38,2012,17,9.2842638,78.4802347,32.88442,23.01668,6,29.37586517,63.06710107,23.01668,23.36428561,25.31714303,21.47857121,23.01668,20.6828567,20.6828567,23.01668,19.70571409,26.29571424,6,4.733333333,1.966666667,1.2,5.371428571,7.733333333,7.8,4.8,2.533333333,2.857142857,32.88442,32.74857167,35.84142848,32.19571413,32.88442,30.87000029,30.87000029,32.88442,27.36571448,37.08428628,29.37586517,25.16372032,18.17488098,24.28440094,16.81889915,16.83882718,27.73314457,21.16504259,21.94749562,5.911861772,63.06710107,56.51706259,56.40545654,53.00813511,65.7541384,63.87439237,62.85021046,63.54068593,65.69010653,49.87392371
69,Tamil Nadu,22-09-2012 00:00,39,2012,22,10.387536,78.828638,35.37857165,24.81571415,0.1,47.97899183,60.67209298,24.81571415,23.01668,23.36428561,25.31714303,21.47857121,23.01668,20.6828567,20.6828567,23.01668,19.70571409,0.1,6,4.733333333,1.966666667,1.2,5.371428571,7.733333333,7.8,4.8,2.533333333,35.37857165,32.88442,32.74857167,35.84142848,32.19571413,32.88442,30.87000029,30.87000029,32.88442,27.36571448,47.97899183,29.37586517,25.16372032,18.17488098,24.28440094,16.81889915,16.83882718,27.73314457,21.16504259,21.94749562,60.67209298,63.06710107,56.51706259,56.40545654,53.00813511,65.7541384,63.87439237,62.85021046,63.54068593,65.69010653
70,Tamil Nadu,27-09-2012 00:00,39,2012,19,10.79679,78.9768999,35.37857165,24.81571415,0,52.70777384,59.80248751,24.81571415,24.81571415,23.01668,23.36428561,25.31714303,21.47857121,23.01668,20.6828567,20.6828567,23.01668,0,0.1,6,4.733333333,1.966666667,1.2,5.371428571,7.733333333,7.8,4.8,35.37857165,35.37857165,32.88442,32.74857167,35.84142848,32.19571413,32.88442,30.87000029,30.87000029,32.88442,52.70777384,47.97899183,29.37586517,25.16372032,18.17488098,24.28440094,16.81889915,16.83882718,27.73314457,21.16504259,59.80248751,60.67209298,63.06710107,56.51706259,56.40545654,53.00813511,65.7541384,63.87439237,62.85021046,63.54068593
